Protegido,Controlado,Autoaislado,Individualista,Simbólico,CC
4.084833364621687e-05,0.15708372425829914,5.685270929735585e-23,1.1097942463639997e-07,0.84287531642863,1401011
2.193918677144713e-22,0.010249229720716214,1.447267203184985e-24,0.9835584227631184,0.006192347516165431,1401015
3.501290711427852e-19,2.534600000628225e-11,0.9999997956651849,2.0430946890236591e-07,1.7358879796461143e-16,1401018
2.556545997803678e-13,0.0008367075449052083,9.430804844452651e-07,0.9987017396257456,0.00046060974860903604,1401020
2.279455265100992e-13,0.0012805285059063678,8.375048371638898e-08,0.9982418394730903,0.0004775482702916515,1401021
3.534641163942565e-11,5.405331808928295e-05,9.380713134005978e-09,0.9999458228736721,1.1439217931579286e-07,1401022
0.9409259663503178,0.0329574100882738,5.0156308685618345e-25,5.331060629650952e-18,0.02611662356140839,1401003
8.007351146782285e-06,0.9999579938666547,3.4271726168424145e-14,3.399779204080979e-05,9.901234741960455e-10,1401005
0.805083438720253,0.10941402445094993,6.641876012983107e-24,2.934392913451637e-18,0.08550253682879712,1401008
3.7676893544691564e-16,0.0032595215795720098,6.31074368663575e-21,0.8992316591708064,0.09750881924962121,2101010
2.990719506462259e-06,0.9880616787800679,1.5829153939019862e-22,2.23904298139618e-07,0.011935106596127412,2101011
0.999999594449471,4.19728674177657e-12,5.0115257704728065e-15,5.205911253325341e-22,4.055463266466716e-07,2201025
0.029191382799217278,0.9693254077778581,3.8000784777580895e-24,1.9464650962849358e-07,0.0014830147764150225,2201007
1.1602007148434673e-05,0.9878864391283437,3.967668591768549e-23,1.3502079837442756e-06,0.012100608656524238,3601003
2.581298166721576e-16,5.442286199024898e-06,1.4084829305759235e-10,0.9999945571041603,4.687921834494085e-10,3601004
4.5050544048521896e-12,3.7041134273711256e-05,9.357268510159829e-11,0.9999629583691203,3.985281030636822e-10,4701005
2.6845478381974582e-17,0.0007691117713376734,2.232109050603121e-22,0.8377616629907944,0.16146922523786794,4701006
0.029191382799217278,0.9693254077778581,3.8000784777580895e-24,1.9464650962849358e-07,0.0014830147764150225,4701008
3.1513114303066524e-22,0.05712109234523463,3.2173571865562966e-23,0.9088457181295476,0.03403318952521763,4701012
4.084833364621687e-05,0.15708372425829914,5.685270929735585e-23,1.1097942463639997e-07,0.84287531642863,4701019
3.342946379685742e-16,0.00496416589225788,5.576939944008407e-22,0.8944342293146293,0.10060160479311227,4701020
2.5309166548255804e-06,0.9999905237604196,7.832061493615052e-11,6.345291377764969e-06,5.999532272830016e-07,4701014
3.1513114303066524e-22,0.05712109234523463,3.2173571865562966e-23,0.9088457181295476,0.03403318952521763,4701015
9.015214495714392e-13,0.37479055724164395,2.2497316115629492e-23,2.4303141653374704e-08,0.6252094184543129,6201010
8.007351146782285e-06,0.9999579938666547,3.4271726168424145e-14,3.399779204080979e-05,9.901234741960455e-10,6201006
9.401471054769762e-19,4.218415557273364e-12,0.9999999999957816,1.0652652202714013e-18,7.290297999725921e-24,8401020
4.1472938071557533e-17,1.7145409939293815e-10,0.9999774533029796,2.2546525566310057e-05,2.6234608092751596e-17,14501001
2.7725945577394704e-12,3.208966158855318e-07,0.9999996790854206,1.518687936606114e-11,4.041756018612549e-15,14501002
1.6690873082789614e-06,0.7899682019994735,4.65545825728274e-24,1.1083164184005472e-09,0.2100301278049019,8702014
3.6698550919275947e-06,0.12593352779427694,7.719104850555576e-22,5.417531033890164e-10,0.8740628018088781,8702026
0.9999646753988232,3.0875904448948365e-05,3.152891768297974e-27,1.8627901825608207e-22,4.448696727932914e-06,8702027
0.9670961888779002,1.9476331558457628e-08,8.624119574139667e-27,1.1310962397031746e-19,0.03290379164576836,8702053
0.09337668886528824,0.872267665254987,1.418700649889917e-20,8.904661320290868e-08,0.034355556833111325,8702013
6.857072078035694e-14,0.9925594982064271,1.3496100457856332e-13,0.005006040598896779,0.0024344611944725706,8702018
1.178661500607766e-12,1.1847547101646008e-09,1.5674545216774644e-13,2.4596641915946102e-26,0.9999999988139099,8702002
7.818730299303754e-12,0.30618606730836156,4.479443013937694e-22,8.271465792251822e-08,0.6938138499691617,8702005
0.023009044113977983,0.06507240718849719,1.27408749989783e-19,7.424822838837219e-09,0.911918541272702,8702008
2.6044824311857375e-06,0.7181478830662378,7.293629706593347e-23,1.5427076904859192e-09,0.28184951090862337,8702050
8.629586170999999e-23,3.814938445935885e-12,1.0844973267780181e-10,2.0898968291188198e-16,0.9999999998877351,8702045
0.9999987908997949,4.2498819344872517e-13,2.6110459216233576e-31,1.9773287784358173e-23,1.20909978006871e-06,8703110
4.333311716821754e-41,5.033025014428071e-18,1.5193706127582385e-15,2.748004675077503e-16,0.9999999999999982,8703106
2.990719506462259e-06,0.9880616787800679,1.5829153939019862e-22,2.23904298139618e-07,0.011935106596127412,8703097
6.785717929434992e-06,0.9917627697034406,2.311315157554063e-24,8.852905848454044e-07,0.008229559288045201,8703010
6.19563222664956e-18,1.3233208636830757e-07,2.377232698319238e-17,1.8463549970276079e-16,0.9999998676679134,8703024
1.4233949437598087e-23,4.512315284152901e-07,6.229599122566486e-17,0.9999995487679789,4.928019303289032e-13,8703014
0.033231834478927205,0.9209866276292242,2.2889297968644642e-24,1.7531607278643807e-09,0.045781536138687975,8703015
1.4667182199227574e-28,4.54832455357197e-06,1.266683332865259e-18,0.9999944619556724,9.897197739274768e-07,8703020
5.395394137580648e-13,0.0035119184032948907,1.7145176869855396e-21,0.8605466546201773,0.13594142697598827,8703042
8.096914187519155e-09,0.7647773954906207,7.722336394086633e-23,1.1155981882976462e-08,0.2352225852564832,8703079
0.9999646753988232,3.0875904448948365e-05,3.152891768297974e-27,1.8627901825608207e-22,4.448696727932914e-06,8703083
5.304924640357394e-07,0.7227923220788436,5.526549363158135e-21,8.103952001250629e-07,0.2772063370334924,8703085
2.990719506462259e-06,0.9880616787800679,1.5829153939019862e-22,2.23904298139618e-07,0.011935106596127412,8703090
0.0015707190793179985,3.167319819966143e-08,5.266008022410483e-21,7.757072510137901e-20,0.9984292492474839,8703094
